seqname	source	feature	start	end	score	strand	frame	attributes	Name	orf_classification	gene	chr
chr1	geneDB	gene	1	5662	.	-	.	RecQ type DNA helicase	SPAC212.11	.	.	1
chr1	geneDB	CDS	1	5662	.	-	.	RecQ type DNA helicase	SPAC212.11	.	.	1
chr1	geneDB	gene	5726	6331	.	-	.	pseudogene malic acid transport protein	SPAC212.10	removed as part of UTR of SPAC212.11 and truncted with respect to paralogs	.	1
chr1	geneDB	CDS	5726	6331	.	-	.	pseudogene malic acid transport protein	SPAC212.10	removed as part of UTR of SPAC212.11 and truncted with respect to paralogs	.	1
chr1	geneDB	repeat_region	6360	6755	.	-	.	No comment	repeat_region	duplicated region in pB8E5	.	1
chr1	geneDB	repeat_region	7548	12710	.	+	.	No comment	repeat_region	duplicated region in c794	.	1
chr1	geneDB	gene	7619	9274	.	+	.	pseudogene	SPAC212.09c	malic enzyme with 2 frameshifts	.	1
chr1	geneDB	CDS	7619	9274	.	+	.	pseudogene	SPAC212.09c	malic enzyme with 2 frameshifts	.	1
chr1	geneDB	gene	11027	11556	.	-	.	non-coding RNA (predicted)	SPNCRNA.70	mRNA from AF087836: not associated with an ORF	.	1
chr1	geneDB	misc_RNA	11027	11556	.	-	.	non-coding RNA (predicted)	SPNCRNA.70	mRNA from AF087836: not associated with an ORF	.	1
chr1	geneDB	5'UTR	11784	12157	.	+	.	No comment	SPAC212.08c	.	.	1
chr1	geneDB	gene	12158	12994	.	+	.	GPI anchored protein (predicted)	SPAC212.08c	.	.	1
chr1	geneDB	CDS	12158	12994	.	+	.	GPI anchored protein (predicted)	SPAC212.08c	.	.	1
chr1	geneDB	gene	13665	14555	.	+	.	pseudogene	SPAC212.07c	.	.	1
chr1	geneDB	CDS	13665	14555	.	+	.	pseudogene	SPAC212.07c	.	.	1
chr1	geneDB	repeat_region	15829	22113	.	+	.	No comment	repeat_region	duplicated region in c750	.	1
chr1	geneDB	gene	15855	16226	.	+	.	S. pombe specific GPI anchored protein family	SPAC212.12	.	.	1
chr1	geneDB	CDS	15855	16226	.	+	.	S. pombe specific GPI anchored protein family	SPAC212.12	.	.	1
chr1	geneDB	5'UTR	18042	18071	.	+	.	No comment	SPAC212.06c	.	.	1
chr1	geneDB	gene	18072	18557	.	+	.	DNA helicase in rearranged telomeric region, truncated	SPAC212.06c	.	.	1
chr1	geneDB	CDS	18072	18306	.	+	.	DNA helicase in rearranged telomeric region, truncated	SPAC212.06c	.	.	1
chr1	geneDB	intron	18306	18349	.	+	.	DNA helicase in rearranged telomeric region, truncated	SPAC212.06c	.	.	1
chr1	geneDB	CDS	18349	18557	.	+	.	DNA helicase in rearranged telomeric region, truncated	SPAC212.06c	.	.	1
chr1	geneDB	3'UTR	18558	18974	.	+	.	No comment	SPAC212.06c	.	.	1
chr1	geneDB	gene	20824	21015	.	+	.	pseudogene	SPAC212.05c	term=truncated by rearrangement and LTRfragment similar to hypothetical protein-duplicated in telomeric region	.	1
chr1	geneDB	CDS	20824	21015	.	+	.	pseudogene	SPAC212.05c	term=truncated by rearrangement and LTRfragment similar to hypothetical protein-duplicated in telomeric region	.	1
chr1	geneDB	repeat_region	20859	29663	.	+	.	No comment	repeat_region	region duplicated in SPAC1348 S. pombe chromosome 1	.	1
chr1	geneDB	gene	21035	21329	.	+	.	No comment	LTR	540 (-1) 51 354 Tf1-type LTR	.	1
chr1	geneDB	LTR	21035	21329	.	+	.	No comment	LTR	540 (-1) 51 354 Tf1-type LTR	.	1
chr1	geneDB	5'UTR	21381	21586	.	+	.	No comment	SPAC212.04c	.	.	1
chr1	geneDB	gene	21587	22508	.	+	.	S. pombe specific DUF999 family protein 1	SPAC212.04c	repeat expansion SQRSQRS	.	1
chr1	geneDB	CDS	21587	22076	.	+	.	S. pombe specific DUF999 family protein 1	SPAC212.04c	repeat expansion SQRSQRS	.	1
chr1	geneDB	intron	22076	22132	.	+	.	S. pombe specific DUF999 family protein 1	SPAC212.04c	repeat expansion SQRSQRS	.	1
chr1	geneDB	CDS	22132	22508	.	+	.	S. pombe specific DUF999 family protein 1	SPAC212.04c	repeat expansion SQRSQRS	.	1
chr1	geneDB	3'UTR	22509	23050	.	+	.	No comment	SPAC212.04c	.	.	1
chr1	geneDB	gene	23589	23978	.	-	.	hypothetical protein	SPAC212.03	.	.	1
chr1	geneDB	CDS	23589	23978	.	-	.	hypothetical protein	SPAC212.03	.	.	1
chr1	geneDB	5'UTR	23979	24054	.	-	.	No comment	SPAC212.03	.	.	1
chr1	geneDB	gene	24281	24445	.	-	.	No comment	LTR	266 (+1) 106 264 Tf1-type LTR	.	1
chr1	geneDB	LTR	24281	24445	.	-	.	No comment	LTR	266 (+1) 106 264 Tf1-type LTR	.	1
chr1	geneDB	gene	24581	24876	.	-	.	No comment	LTR	Tf2-type LTR	.	1
chr1	geneDB	LTR	24581	24876	.	-	.	No comment	LTR	Tf2-type LTR	.	1
chr1	geneDB	gene	25997	26339	.	-	.	No comment	LTR	253 (+1) 2 340 Tf1-type LTR	.	1
chr1	geneDB	LTR	25997	26339	.	-	.	No comment	LTR	253 (+1) 2 340 Tf1-type LTR	.	1
chr1	geneDB	gene	27353	27763	.	-	.	sequence orphan	SPAC212.02	.	.	1
