seqname	source	feature	start	end	score	strand	frame	attributes	Name	orf_classification	gene	chr
chr1	window	window	1	1000	.	+	.	.	window.chr1.1.1000	.	.	chr1
chr1	window	window	1001	2000	.	+	.	.	window.chr1.1001.2000	.	.	chr1
chr1	window	window	2001	3000	.	+	.	.	window.chr1.2001.3000	.	.	chr1
chr1	window	window	3001	4000	.	+	.	.	window.chr1.3001.4000	.	.	chr1
chr1	window	window	4001	5000	.	+	.	.	window.chr1.4001.5000	.	.	chr1
chr1	window	window	5001	6000	.	+	.	.	window.chr1.5001.6000	.	.	chr1
chr1	window	window	6001	7000	.	+	.	.	window.chr1.6001.7000	.	.	chr1
chr1	window	window	7001	8000	.	+	.	.	window.chr1.7001.8000	.	.	chr1
chr1	window	window	8001	9000	.	+	.	.	window.chr1.8001.9000	.	.	chr1
chr1	window	window	9001	10000	.	+	.	.	window.chr1.9001.10000	.	.	chr1
chr1	window	window	10001	11000	.	+	.	.	window.chr1.10001.11000	.	.	chr1
chr1	window	window	11001	12000	.	+	.	.	window.chr1.11001.12000	.	.	chr1
chr1	window	window	12001	13000	.	+	.	.	window.chr1.12001.13000	.	.	chr1
chr1	window	window	13001	14000	.	+	.	.	window.chr1.13001.14000	.	.	chr1
chr1	window	window	14001	15000	.	+	.	.	window.chr1.14001.15000	.	.	chr1
chr1	window	window	15001	16000	.	+	.	.	window.chr1.15001.16000	.	.	chr1
chr1	window	window	16001	17000	.	+	.	.	window.chr1.16001.17000	.	.	chr1
chr1	window	window	17001	18000	.	+	.	.	window.chr1.17001.18000	.	.	chr1
chr1	window	window	18001	19000	.	+	.	.	window.chr1.18001.19000	.	.	chr1
chr1	window	window	19001	20000	.	+	.	.	window.chr1.19001.20000	.	.	chr1
chr1	window	window	20001	21000	.	+	.	.	window.chr1.20001.21000	.	.	chr1
chr1	window	window	21001	22000	.	+	.	.	window.chr1.21001.22000	.	.	chr1
chr1	window	window	22001	23000	.	+	.	.	window.chr1.22001.23000	.	.	chr1
chr1	window	window	23001	24000	.	+	.	.	window.chr1.23001.24000	.	.	chr1
chr1	window	window	24001	25000	.	+	.	.	window.chr1.24001.25000	.	.	chr1
chr1	window	window	25001	26000	.	+	.	.	window.chr1.25001.26000	.	.	chr1
chr1	window	window	26001	27000	.	+	.	.	window.chr1.26001.27000	.	.	chr1
chr1	window	window	27001	28000	.	+	.	.	window.chr1.27001.28000	.	.	chr1
chr1	window	window	28001	29000	.	+	.	.	window.chr1.28001.29000	.	.	chr1
chr1	window	window	29001	30000	.	+	.	.	window.chr1.29001.30000	.	.	chr1
chr1	window	window	30001	31000	.	+	.	.	window.chr1.30001.31000	.	.	chr1
chr1	window	window	31001	32000	.	+	.	.	window.chr1.31001.32000	.	.	chr1
chr1	window	window	32001	33000	.	+	.	.	window.chr1.32001.33000	.	.	chr1
chr1	window	window	33001	34000	.	+	.	.	window.chr1.33001.34000	.	.	chr1
chr1	window	window	34001	35000	.	+	.	.	window.chr1.34001.35000	.	.	chr1
chr1	window	window	35001	36000	.	+	.	.	window.chr1.35001.36000	.	.	chr1
chr1	window	window	36001	37000	.	+	.	.	window.chr1.36001.37000	.	.	chr1
chr1	window	window	37001	38000	.	+	.	.	window.chr1.37001.38000	.	.	chr1
chr1	window	window	38001	39000	.	+	.	.	window.chr1.38001.39000	.	.	chr1
chr1	window	window	39001	40000	.	+	.	.	window.chr1.39001.40000	.	.	chr1
chr1	window	window	40001	41000	.	+	.	.	window.chr1.40001.41000	.	.	chr1
chr1	window	window	41001	42000	.	+	.	.	window.chr1.41001.42000	.	.	chr1
chr1	window	window	42001	43000	.	+	.	.	window.chr1.42001.43000	.	.	chr1
chr1	window	window	43001	44000	.	+	.	.	window.chr1.43001.44000	.	.	chr1
chr1	window	window	44001	45000	.	+	.	.	window.chr1.44001.45000	.	.	chr1
chr1	window	window	45001	46000	.	+	.	.	window.chr1.45001.46000	.	.	chr1
chr1	window	window	46001	47000	.	+	.	.	window.chr1.46001.47000	.	.	chr1
chr1	window	window	47001	48000	.	+	.	.	window.chr1.47001.48000	.	.	chr1
chr1	window	window	48001	49000	.	+	.	.	window.chr1.48001.49000	.	.	chr1
chr1	window	window	49001	50000	.	+	.	.	window.chr1.49001.50000	.	.	chr1
chr1	window	window	50001	51000	.	+	.	.	window.chr1.50001.51000	.	.	chr1
chr1	window	window	51001	52000	.	+	.	.	window.chr1.51001.52000	.	.	chr1
chr1	window	window	52001	53000	.	+	.	.	window.chr1.52001.53000	.	.	chr1
chr1	window	window	53001	54000	.	+	.	.	window.chr1.53001.54000	.	.	chr1
chr1	window	window	54001	55000	.	+	.	.	window.chr1.54001.55000	.	.	chr1
chr1	window	window	55001	56000	.	+	.	.	window.chr1.55001.56000	.	.	chr1
chr1	window	window	56001	57000	.	+	.	.	window.chr1.56001.57000	.	.	chr1
chr1	window	window	57001	58000	.	+	.	.	window.chr1.57001.58000	.	.	chr1
chr1	window	window	58001	59000	.	+	.	.	window.chr1.58001.59000	.	.	chr1
chr1	window	window	59001	60000	.	+	.	.	window.chr1.59001.60000	.	.	chr1
chr1	window	window	60001	61000	.	+	.	.	window.chr1.60001.61000	.	.	chr1
chr1	window	window	61001	62000	.	+	.	.	window.chr1.61001.62000	.	.	chr1
chr1	window	window	62001	63000	.	+	.	.	window.chr1.62001.63000	.	.	chr1
chr1	window	window	63001	64000	.	+	.	.	window.chr1.63001.64000	.	.	chr1
chr1	window	window	64001	65000	.	+	.	.	window.chr1.64001.65000	.	.	chr1
chr1	window	window	65001	66000	.	+	.	.	window.chr1.65001.66000	.	.	chr1
